player_id,n,outs,xouts,oaa,oaa_per,position
5177,1,1,0.435349911150008,0.564650088849992,0.564650088849992,lf
4585,4,4,2.197649193721089,1.8023508062789109,0.4505877015697277,lf
7870,3,3,1.8614049840693199,1.1385950159306801,0.37953167197689336,lf
9871,2,2,1.2825663821398399,0.7174336178601601,0.35871680893008007,lf
1450,3,2,0.9455615209354746,1.0544384790645254,0.35147949302150844,lf
2281,1,1,0.6543757601809918,0.34562423981900825,0.34562423981900825,lf
8490,2,2,1.3263741907664035,0.6736258092335965,0.33681290461679825,lf
1980,2,1,0.4620847728584062,0.5379152271415938,0.2689576135707969,lf
5814,3,2,1.219307261145798,0.780692738854202,0.26023091295140066,lf
7051,8,5,2.9551268703907225,2.0448731296092775,0.2556091412011597,lf
5091,6,4,2.53805419978357,1.46194580021643,0.24365763336940502,lf
1751,5,2,0.8923511620283209,1.1076488379716791,0.22152976759433582,lf
9900,3,1,0.3491270231497055,0.6508729768502945,0.2169576589500982,lf
9969,3,1,0.3636603862213142,0.6363396137786859,0.2121132045928953,lf
1119,3,2,1.4071775364124692,0.5928224635875308,0.19760748786251026,lf
2227,2,1,0.6153474865128349,0.3846525134871651,0.19232625674358256,lf
2973,5,3,2.0468692478646875,0.9531307521353125,0.1906261504270625,lf
6783,4,3,2.2422237581676763,0.7577762418323237,0.18944406045808093,lf
3833,1,1,0.8118724002213075,0.18812759977869253,0.18812759977869253,lf
2808,22,11,7.463404039852836,3.5365959601471637,0.16075436182487107,lf
4974,3,1,0.5284879471375155,0.47151205286248454,0.15717068428749484,lf
1258,4,2,1.386697947209262,0.613302052790738,0.1533255131976845,lf
8638,10,5,3.5457967684594363,1.4542032315405637,0.14542032315405637,lf
1973,15,7,4.823169595830882,2.1768304041691184,0.1451220269446079,lf
3052,15,10,7.823752319417496,2.176247680582504,0.14508317870550028,lf
2982,1,1,0.864859265027674,0.13514073497232604,0.13514073497232604,lf
2183,6,3,2.191872583946464,0.8081274160535359,0.1346879026755893,lf
2279,2,1,0.7538631779315869,0.24613682206841314,0.12306841103420657,lf
7115,7,4,3.181511644549987,0.8184883554500129,0.11692690792143041,lf
6689,7,4,3.1850090772278103,0.8149909227721897,0.11642727468174138,lf
1185,15,8,6.307635257310091,1.692364742689909,0.11282431617932727,lf
3790,5,5,4.453191679466549,0.5468083205334509,0.10936166410669017,lf
1659,10,7,5.912096722501536,1.087903277498464,0.1087903277498464,lf
1124,21,10,7.716668483521965,2.283331516478035,0.10873007221323976,lf
1600,24,11,8.51661551511062,2.4833844848893794,0.10347435353705747,lf
2044,11,6,4.909105106668904,1.0908948933310958,0.09917226303009961,lf
6279,4,1,0.619532240602057,0.380467759397943,0.09511693984948574,lf
8458,11,4,2.971584166135718,1.028415833864282,0.09349234853311654,lf
3458,3,1,0.719584925225587,0.28041507477441296,0.09347169159147099,lf
3137,3,2,1.7453166575625205,0.2546833424374795,0.08489444747915982,lf
8032,7,3,2.4094365176305623,0.5905634823694377,0.08436621176706252,lf
1617,12,6,5.083279340393176,0.916720659606824,0.07639338830056867,lf
7908,4,1,0.7722456613925219,0.22775433860747807,0.05693858465186952,lf
5626,5,2,1.7245145935046233,0.2754854064953767,0.05509708129907533,lf
5654,12,4,3.372898438986235,0.6271015610137649,0.05225846341781374,lf
2029,9,4,3.533903709884411,0.4660962901155892,0.05178847667950991,lf
1628,3,2,1.8697139455654104,0.13028605443458963,0.04342868481152987,lf
2526,6,2,1.7427363419687905,0.25726365803120954,0.04287727633853492,lf
1399,5,2,1.8169921885304243,0.18300781146957568,0.03660156229391513,lf
6158,2,2,1.9340221836178482,0.06597781638215183,0.032988908191075916,lf
6596,8,4,3.824514386936903,0.17548561306309685,0.021935701632887106,lf
3956,8,3,2.833304603731239,0.16669539626876118,0.020836924533595147,lf
4886,8,4,3.9015706140018516,0.09842938599814843,0.012303673249768554,lf
5417,5,2,1.943563831055197,0.05643616894480297,0.011287233788960594,lf
8917,3,1,1.0058060784940845,-0.005806078494084543,-0.0019353594980281812,lf
4744,10,3,3.0222120166522055,-0.022212016652205513,-0.0022212016652205513,lf
2132,4,3,3.0206874282551843,-0.020687428255184326,-0.0051718570637960815,lf
5865,1,0,0.00894460291066815,-0.00894460291066815,-0.00894460291066815,lf
1930,27,10,10.272248350354609,-0.2722483503546087,-0.010083272235355878,lf
3283,4,1,1.1596525604999774,-0.15965256049997745,-0.03991314012499436,lf
5195,3,2,2.1353416421787665,-0.13534164217876654,-0.045113880726255516,lf
1684,20,6,6.96256463959809,-0.9625646395980896,-0.04812823197990448,lf
9583,4,3,3.194557851084628,-0.1945578510846282,-0.04863946277115705,lf
9410,9,2,2.445112081516646,-0.44511208151664583,-0.04945689794629398,lf
7359,5,1,1.2519509801984232,-0.2519509801984232,-0.05039019603968464,lf
1557,4,0,0.2126989240768593,-0.2126989240768593,-0.05317473101921483,lf
8901,2,1,1.1362368373191445,-0.1362368373191445,-0.06811841865957224,lf
4205,4,1,1.2774713301336902,-0.2774713301336902,-0.06936783253342255,lf
5656,2,0,0.13896257823937172,-0.13896257823937172,-0.06948128911968586,lf
1180,5,2,2.374019711761974,-0.3740197117619739,-0.07480394235239478,lf
3918,2,0,0.1524105994443003,-0.1524105994443003,-0.07620529972215015,lf
7023,3,1,1.232537178556286,-0.23253717855628597,-0.07751239285209532,lf
2053,24,6,7.957644625895284,-1.9576446258952842,-0.08156852607897018,lf
1802,9,2,2.8057946600562533,-0.8057946600562533,-0.08953274000625037,lf
9805,4,0,0.3840740776144879,-0.3840740776144879,-0.09601851940362198,lf
7467,1,0,0.11461710626137818,-0.11461710626137818,-0.11461710626137818,lf
8574,3,1,1.3461323648913062,-0.34613236489130617,-0.11537745496376872,lf
3141,6,1,1.7470600794629796,-0.7470600794629796,-0.12451001324382993,lf
4679,6,1,1.9366467120925952,-0.9366467120925952,-0.15610778534876588,lf
3036,12,1,2.88283686994188,-1.88283686994188,-0.15690307249515667,lf
3428,8,2,3.3267205465445207,-1.3267205465445207,-0.16584006831806508,lf
3656,5,0,0.8549911392622226,-0.8549911392622226,-0.1709982278524445,lf
2006,14,4,6.532390097440886,-2.532390097440886,-0.1808850069600633,lf
1725,12,2,4.178145254335203,-2.1781452543352033,-0.18151210452793362,lf
6672,4,1,1.7388186219065185,-0.7388186219065185,-0.18470465547662962,lf
5569,5,1,1.947963371316832,-0.9479633713168321,-0.1895926742633664,lf
1923,5,1,1.9504941544111214,-0.9504941544111214,-0.1900988308822243,lf
1599,5,1,1.9798496100588379,-0.9798496100588379,-0.19596992201176758,lf
5851,3,2,2.5936416822816204,-0.5936416822816204,-0.19788056076054014,lf
4138,6,3,4.24162457728195,-1.24162457728195,-0.20693742954699168,lf
1721,7,2,3.6420154018375905,-1.6420154018375905,-0.2345736288339415,lf
2488,6,2,3.445645515933821,-1.4456455159338208,-0.24094091932230347,lf
6708,3,1,1.7593117225713693,-0.7593117225713693,-0.25310390752378975,lf
2141,2,0,0.5092105723320577,-0.5092105723320577,-0.25460528616602884,lf
3542,4,0,1.4601591419786804,-1.4601591419786804,-0.3650397854946701,lf
9618,6,0,2.1904762337234955,-2.1904762337234955,-0.36507937228724924,lf
6743,5,1,3.0595170719768623,-2.0595170719768623,-0.4119034143953725,lf
3811,2,0,0.897517602513143,-0.897517602513143,-0.4487588012565715,lf
6641,3,0,1.6088646519410097,-1.6088646519410097,-0.5362882173136699,lf
7873,2,0,1.0889073975680994,-1.0889073975680994,-0.5444536987840497,lf
8113,2,0,1.1578909161279614,-1.1578909161279614,-0.5789454580639807,lf
1804,1,0,0.6651644247780606,-0.6651644247780606,-0.6651644247780606,lf
5417,1,1,0.09054226956504847,0.9094577304349515,0.9094577304349515,cf
1220,5,5,1.8463055718965995,3.1536944281034005,0.6307388856206801,cf
2889,2,2,1.309311791618542,0.6906882083814581,0.34534410419072903,cf
2061,7,7,4.650802205468738,2.3491977945312623,0.3355996849330375,cf
5535,3,3,2.001254565237435,0.998745434762565,0.332915144920855,cf
3452,8,7,4.453907443165635,2.546092556834365,0.31826156960429564,cf
8032,3,3,2.092233312612301,0.9077666873876988,0.3025888957958996,cf
6608,7,6,4.2849433300788276,1.7150566699211724,0.24500809570302465,cf
9159,5,3,1.8802576859905402,1.1197423140094598,0.22394846280189196,cf
2569,3,2,1.3559390715987416,0.6440609284012584,0.2146869761337528,cf
1177,49,37,27.52324817695896,9.476751823041042,0.193403098429409,cf
2766,26,20,15.050647299575612,4.949352700424388,0.19035971924709186,cf
7520,7,6,4.689187774419048,1.3108122255809516,0.18725888936870735,cf
7705,4,3,2.251418539907754,0.7485814600922458,0.18714536502306145,cf
4474,10,8,6.135143623850673,1.8648563761493273,0.18648563761493273,cf
9785,6,5,4.008467854496216,0.9915321455037844,0.16525535758396406,cf
7038,9,8,6.5606597699123075,1.4393402300876925,0.15992669223196584,cf
3839,8,5,3.8381775202161657,1.1618224797838343,0.1452278099729793,cf
6290,7,4,3.1211271502344298,0.8788728497655702,0.12555326425222432,cf
1751,27,17,14.191363782453065,2.808636217546935,0.10402356361284945,cf
9759,10,7,6.012940287849622,0.9870597121503781,0.09870597121503781,cf
7293,5,3,2.5562340642435344,0.4437659357564656,0.08875318715129313,cf
6392,13,6,4.916562765450044,1.0834372345499563,0.08334132573461203,cf
1657,5,4,3.5910594297752825,0.4089405702247175,0.0817881140449435,cf
5177,8,5,4.42735468546929,0.5726453145307104,0.0715806643163388,cf
7679,2,2,1.857307764094223,0.14269223590577695,0.07134611795288848,cf
9900,5,2,1.6507731952384554,0.34922680476154455,0.06984536095230891,cf
6228,1,1,0.940757510128881,0.05924248987111902,0.05924248987111902,cf
6540,11,9,8.369296917282563,0.6307030827174369,0.05733664388340336,cf
5633,9,5,4.507991116021156,0.4920088839788441,0.05466765377542712,cf
7511,5,3,2.7439695129651644,0.25603048703483555,0.05120609740696711,cf
6878,12,8,7.414776120191287,0.585223879808713,0.048768656650726085,cf
5191,14,10,9.336180045764003,0.663819954235997,0.04741571101685693,cf
5293,3,2,1.8657488886429918,0.13425111135700818,0.04475037045233606,cf
1450,30,18,17.164170306478418,0.8358296935215819,0.027860989784052728,cf
1684,20,10,9.513077479622384,0.4869225203776164,0.02434612601888082,cf
1725,4,4,3.904360084482412,0.09563991551758821,0.023909978879397054,cf
1180,4,2,1.9069990010875661,0.09300099891243385,0.023250249728108463,cf
1258,7,3,2.877009862101357,0.12299013789864288,0.017570019699806125,cf
4257,13,7,7.016974198704898,-0.016974198704898136,-0.001305707592684472,cf
5291,13,8,8.037889541431406,-0.037889541431406215,-0.0029145801101081704,cf
2029,3,2,2.0147091471888707,-0.01470914718887073,-0.00490304906295691,cf
1643,15,8,8.107890813286073,-0.10789081328607253,-0.007192720885738168,cf
8642,9,5,5.11520769463443,-0.11520769463442981,-0.01280085495938109,cf
3542,6,2,2.1387138048209557,-0.13871380482095574,-0.02311896747015929,cf
3315,4,3,3.0928715715569512,-0.09287157155695125,-0.023217892889237812,cf
9206,10,6,6.24411610579962,-0.24411610579961973,-0.024411610579961975,cf
8113,6,1,1.1923279567856178,-0.19232795678561776,-0.03205465946426963,cf
2946,1,0,0.03373841486952405,-0.03373841486952405,-0.03373841486952405,cf
5238,1,0,0.03948531654432379,-0.03948531654432379,-0.03948531654432379,cf
1144,23,12,12.920627050811982,-0.9206270508119818,-0.040027263078781815,cf
2183,35,18,19.627777746091382,-1.6277777460913825,-0.04650793560261093,cf
7870,7,4,4.4531565214534865,-0.4531565214534865,-0.06473664592192664,cf
2619,5,2,2.444687751947925,-0.44468775194792487,-0.08893755038958498,cf
2320,15,9,10.367375086892444,-1.3673750868924444,-0.09115833912616296,cf
6194,5,3,3.470521320362129,-0.470521320362129,-0.09410426407242581,cf
2737,15,8,9.450162942243027,-1.4501629422430273,-0.0966775294828685,cf
2973,5,2,2.5289425368655096,-0.5289425368655096,-0.10578850737310193,cf
2132,3,1,1.3436965013404198,-0.34369650134041985,-0.11456550044680662,cf
2424,9,5,6.034228072517236,-1.0342280725172364,-0.11491423027969293,cf
2141,31,10,13.703532098271506,-3.7035320982715056,-0.11946877736359696,cf
3283,7,3,3.8543285340457687,-0.8543285340457687,-0.12204693343510982,cf
8568,4,2,2.5123205713760965,-0.5123205713760965,-0.12808014284402414,cf
9460,5,3,3.6997510231620483,-0.6997510231620483,-0.13995020463240965,cf
7153,8,3,4.198313105833959,-1.1983131058339591,-0.1497891382292449,cf
5569,1,0,0.16938790548809712,-0.16938790548809712,-0.16938790548809712,cf
6995,3,2,2.597744665326432,-0.5977446653264318,-0.19924822177547727,cf
5222,1,0,0.2168650443768716,-0.2168650443768716,-0.2168650443768716,cf
4585,3,0,0.7308313612413635,-0.7308313612413635,-0.24361045374712118,cf
9871,4,1,2.096842150007085,-1.096842150007085,-0.27421053750177127,cf
1399,3,1,1.846403542076695,-0.8464035420766951,-0.28213451402556505,cf
8195,5,2,3.8340355109242936,-1.8340355109242936,-0.36680710218485874,cf
1599,3,0,1.2206469070478483,-1.2206469070478483,-0.40688230234928274,cf
3833,1,0,0.6285029122703595,-0.6285029122703595,-0.6285029122703595,cf
1721,1,0,0.6875906691087421,-0.6875906691087421,-0.6875906691087421,cf
5417,1,1,0.07220738532318556,0.9277926146768144,0.9277926146768144,rf
2061,3,3,1.2723713904188136,1.7276286095811864,0.5758762031937288,rf
9465,3,3,1.7500289586936963,1.2499710413063037,0.4166570137687679,rf
7115,3,3,1.8914796168688754,1.1085203831311246,0.36950679437704154,rf
4103,2,2,1.3217050129969266,0.6782949870030734,0.3391474935015367,rf
5851,4,4,2.6658360360622027,1.3341639639377973,0.33354099098444934,rf
9785,2,1,0.33447819465746853,0.6655218053425315,0.33276090267126573,rf
6188,8,7,4.560664913637006,2.439335086362994,0.30491688579537424,rf
2029,8,6,3.7847072220525924,2.2152927779474076,0.27691159724342596,rf
2889,3,2,1.241557855738954,0.7584421442610461,0.25281404808701535,rf
5626,1,1,0.7605111200002309,0.2394888799997691,0.2394888799997691,rf
7225,3,3,2.318709626537836,0.681290373462164,0.22709679115405468,rf
2279,21,16,11.62914438363578,4.370855616364221,0.20813598173162956,rf
9792,4,3,2.2528969247829553,0.7471030752170447,0.18677576880426117,rf
1930,17,10,7.311039320103842,2.688960679896158,0.15817415764095047,rf
2881,7,6,4.914302877928248,1.0856971220717524,0.1550995888673932,rf
7518,6,4,3.113911989351699,0.8860880106483009,0.14768133510805015,rf
2973,22,15,12.126205657736724,2.8737943422632757,0.13062701555742162,rf
1008,18,10,7.721856075819853,2.2781439241801467,0.1265635513433415,rf
9679,12,7,5.7636891077655426,1.2363108922344574,0.10302590768620479,rf
6641,8,5,4.219317015863641,0.7806829841363587,0.09758537301704484,rf
1851,3,2,1.724769048627735,0.27523095137226505,0.09174365045742168,rf
7004,10,5,4.220015795410711,0.7799842045892893,0.07799842045892894,rf
7293,4,2,1.7394631208821232,0.2605368791178768,0.0651342197794692,rf
1124,43,18,15.23406218981083,2.76593781018917,0.06432413512067837,rf
2837,38,18,15.641758625887677,2.358241374112323,0.06205898352927166,rf
5892,14,8,7.137938279168657,0.8620617208313428,0.06157583720223877,rf
4607,3,2,1.8288315415365517,0.1711684584634483,0.05705615282114943,rf
1617,7,4,3.6230250792282357,0.3769749207717643,0.053853560110252045,rf
1751,21,10,8.880652079876164,1.119347920123836,0.05330228191065886,rf
6689,6,3,2.7038945005137376,0.2961054994862624,0.049350916581043736,rf
7927,5,2,1.8326875773924636,0.16731242260753643,0.03346248452150728,rf
1185,10,6,5.670597739427759,0.3294022605722411,0.03294022605722411,rf
7633,5,3,2.8447291554179612,0.15527084458203877,0.031054168916407755,rf
7206,8,4,3.7611554710070516,0.2388445289929484,0.02985556612411855,rf
8948,2,1,0.9522295120085188,0.0477704879914812,0.0238852439957406,rf
1721,10,5,4.783244272554245,0.21675572744575522,0.021675572744575523,rf
4581,13,4,3.838693824963354,0.1613061750366458,0.012408167310511215,rf
1657,29,11,10.663578613953486,0.3364213860465135,0.011600737449879776,rf
5238,5,2,1.9492691221318086,0.050730877868191415,0.010146175573638283,rf
7679,3,2,1.9861284521696763,0.013871547830323738,0.004623849276774579,rf
7652,14,4,4.023455999938388,-0.023455999938388317,-0.001675428567027737,rf
2236,5,2,2.026389303293588,-0.026389303293588018,-0.005277860658717604,rf
1059,7,4,4.181238640385508,-0.18123864038550774,-0.02589123434078682,rf
9031,2,1,1.0549658154085857,-0.054965815408585694,-0.027482907704292847,rf
7916,6,1,1.1794116310181522,-0.17941163101815216,-0.02990193850302536,rf
4770,6,3,3.17962820217709,-0.17962820217708986,-0.029938033696181643,rf
6851,7,3,3.256943447144802,-0.2569434471448022,-0.03670620673497175,rf
9261,5,1,1.214301229622918,-0.2143012296229181,-0.042860245924583616,rf
1684,24,12,13.088876961720375,-1.0888769617203753,-0.04536987340501564,rf
6410,10,1,1.4537752485835669,-0.4537752485835669,-0.04537752485835669,rf
7749,4,2,2.1836108904304967,-0.18361089043049672,-0.04590272260762418,rf
1802,30,14,15.398318739559532,-1.3983187395595316,-0.046610624651984386,rf
6815,9,3,3.4210479069902093,-0.42104790699020933,-0.04678310077668993,rf
3458,5,2,2.2394509558745335,-0.23945095587453347,-0.04789019117490669,rf
9907,7,4,4.406759916226489,-0.40675991622648944,-0.058108559460927064,rf
5293,11,4,4.650165715748711,-0.6501657157487113,-0.059105974158973756,rf
6875,4,2,2.252026463721157,-0.2520264637211569,-0.06300661593028922,rf
6092,2,1,1.13645110944727,-0.13645110944727,-0.068225554723635,rf
3162,10,5,5.706167988546905,-0.7061679885469054,-0.07061679885469055,rf
7457,3,1,1.2151743988088213,-0.21517439880882128,-0.07172479960294043,rf
7873,6,3,3.4839785039051567,-0.48397850390515673,-0.0806630839841928,rf
6693,4,1,1.3292294867029693,-0.32922948670296925,-0.08230737167574231,rf
4646,7,2,2.653019793827984,-0.6530197938279838,-0.09328854197542626,rf
3291,6,2,2.595649900789205,-0.5956499007892049,-0.09927498346486748,rf
5933,4,2,2.4080549434445837,-0.4080549434445837,-0.10201373586114593,rf
1659,5,1,1.5146953360796118,-0.5146953360796118,-0.10293906721592236,rf
3244,5,1,1.5168306838510774,-0.5168306838510774,-0.10336613677021549,rf
5865,4,2,2.4419482077052344,-0.44194820770523435,-0.11048705192630859,rf
7148,13,3,4.453475798150073,-1.4534757981500732,-0.11180583062692871,rf
2737,6,3,3.6755763265582355,-0.6755763265582355,-0.11259605442637259,rf
8714,2,0,0.23204516336276484,-0.23204516336276484,-0.11602258168138242,rf
3326,2,1,1.2328577929367945,-0.23285779293679454,-0.11642889646839727,rf
4278,3,0,0.35394290654264615,-0.35394290654264615,-0.11798096884754872,rf
6082,7,2,2.8629394437227558,-0.8629394437227558,-0.12327706338896512,rf
2320,4,2,2.5070312956630767,-0.5070312956630767,-0.12675782391576917,rf
5410,3,1,1.3938166478565015,-0.3938166478565015,-0.13127221595216718,rf
7023,3,0,0.4834497061543011,-0.4834497061543011,-0.1611499020514337,rf
9159,8,1,2.6119206992809736,-1.6119206992809736,-0.2014900874101217,rf
1119,10,2,4.315883781719459,-2.3158837817194593,-0.23158837817194594,rf
2163,4,0,1.0429440513828556,-1.0429440513828556,-0.2607360128457139,rf
2141,2,0,0.5548760623098568,-0.5548760623098568,-0.2774380311549284,rf
1725,14,4,8.952435283184576,-4.952435283184576,-0.35374537737032685,rf
5814,10,2,6.094571347908791,-4.094571347908791,-0.4094571347908791,rf
8638,2,0,0.948264098627784,-0.948264098627784,-0.474132049313892,rf
2044,2,0,1.0178554358934886,-1.0178554358934886,-0.5089277179467443,rf
2946,1,0,0.6721084608397969,-0.6721084608397969,-0.6721084608397969,rf
2488,1,0,0.9640457477339386,-0.9640457477339386,-0.9640457477339386,rf
